Unnamed: 0,Disorder,Disease,Breed,description,temperament,popularity,min_height,max_height,min_weight,max_weight,min_expectancy,max_expectancy,group,grooming_frequency_value,grooming_frequency_category,shedding_value,shedding_category,energy_level_value,energy_level_category,trainability_value,trainability_category,demeanor_value,demeanor_category,Disease_ru
2661,Inherited cardiovascular disorders,patent ductus arteriosus,large breed,"Large working or companion dog known for strength, intelligence, endurance and loyalty.","Loyal, Intelligent, Confident, Courageous",,55.0,80.0,25.0,70.0,8.0,13.0,Working Group,0.6,2-3 Times a Week Brushing,0.8,Regularly,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Открытый артериальный проток
2662,Inherited skin disorders,pattern baldness,large breed,"Large working or companion dog known for strength, intelligence, endurance and loyalty.","Loyal, Intelligent, Confident, Courageous",,55.0,80.0,25.0,70.0,8.0,13.0,Working Group,0.6,2-3 Times a Week Brushing,0.8,Regularly,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Очаговая алопеция (облысение по типу паттерна)
2663,Inherited immune disorders,pemphigus,large breed,"Large working or companion dog known for strength, intelligence, endurance and loyalty.","Loyal, Intelligent, Confident, Courageous",,55.0,80.0,25.0,70.0,8.0,13.0,Working Group,0.6,2-3 Times a Week Brushing,0.8,Regularly,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Пузырчатка
2664,Inherited gastrointestinal disorders,perianal fistulas,large breed,"Large working or companion dog known for strength, intelligence, endurance and loyalty.","Loyal, Intelligent, Confident, Courageous",,55.0,80.0,25.0,70.0,8.0,13.0,Working Group,0.6,2-3 Times a Week Brushing,0.8,Regularly,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Перианальная фистула
2665,Inherited nervous system disorders,peripheral neuropathies,large breed,"Large working or companion dog known for strength, intelligence, endurance and loyalty.","Loyal, Intelligent, Confident, Courageous",,55.0,80.0,25.0,70.0,8.0,13.0,Working Group,0.6,2-3 Times a Week Brushing,0.8,Regularly,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Периферические невропатии
2666,Inherited eye disorders,persistent pupillary membrane,large breed,"Large working or companion dog known for strength, intelligence, endurance and loyalty.","Loyal, Intelligent, Confident, Courageous",,55.0,80.0,25.0,70.0,8.0,13.0,Working Group,0.6,2-3 Times a Week Brushing,0.8,Regularly,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Персистирующие зрачковые мембраны
2667,Inherited cardiovascular disorders,persistent right aortic arch,large breed,"Large working or companion dog known for strength, intelligence, endurance and loyalty.","Loyal, Intelligent, Confident, Courageous",,55.0,80.0,25.0,70.0,8.0,13.0,Working Group,0.6,2-3 Times a Week Brushing,0.8,Regularly,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Персистирующая правая дуга аорты
2668,Inherited blood disorders,phosphofructokinase deficiency,large breed,"Large working or companion dog known for strength, intelligence, endurance and loyalty.","Loyal, Intelligent, Confident, Courageous",,55.0,80.0,25.0,70.0,8.0,13.0,Working Group,0.6,2-3 Times a Week Brushing,0.8,Regularly,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Дефицит фосфофруктокиназы
2669,Inherited endocrine disorders,pituitary dwarfism,large breed,"Large working or companion dog known for strength, intelligence, endurance and loyalty.","Loyal, Intelligent, Confident, Courageous",,55.0,80.0,25.0,70.0,8.0,13.0,Working Group,0.6,2-3 Times a Week Brushing,0.8,Regularly,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Гипофизарный нанизм
2670,Inherited blood disorders,platelet disorder,large breed,"Large working or companion dog known for strength, intelligence, endurance and loyalty.","Loyal, Intelligent, Confident, Courageous",,55.0,80.0,25.0,70.0,8.0,13.0,Working Group,0.6,2-3 Times a Week Brushing,0.8,Regularly,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Дисфункция тромбоцитов (тромбоцитопатия)
2671,Inherited gastrointestinal disorders,portosystemic shunt,large breed,"Large working or companion dog known for strength, intelligence, endurance and loyalty.","Loyal, Intelligent, Confident, Courageous",,55.0,80.0,25.0,70.0,8.0,13.0,Working Group,0.6,2-3 Times a Week Brushing,0.8,Regularly,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Портосистемный шунт
2672,Inherited eye disorders,progressive retinal atrophy,large breed,"Large working or companion dog known for strength, intelligence, endurance and loyalty.","Loyal, Intelligent, Confident, Courageous",,55.0,80.0,25.0,70.0,8.0,13.0,Working Group,0.6,2-3 Times a Week Brushing,0.8,Regularly,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Прогрессирующая атрофия сетчатки
2673,Inherited gastrointestinal disorders,protein-losing enteropathy,large breed,"Large working or companion dog known for strength, intelligence, endurance and loyalty.","Loyal, Intelligent, Confident, Courageous",,55.0,80.0,25.0,70.0,8.0,13.0,Working Group,0.6,2-3 Times a Week Brushing,0.8,Regularly,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Энтеропатия с потерей белка
2674,Inherited skin disorders,psoriasiform-lichenoid dermatosis,large breed,"Large working or companion dog known for strength, intelligence, endurance and loyalty.","Loyal, Intelligent, Confident, Courageous",,55.0,80.0,25.0,70.0,8.0,13.0,Working Group,0.6,2-3 Times a Week Brushing,0.8,Regularly,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Псориазиформно-лихеноидный дерматоз
2675,Inherited cardiovascular disorders,pulmonic stenosis,large breed,"Large working or companion dog known for strength, intelligence, endurance and loyalty.","Loyal, Intelligent, Confident, Courageous",,55.0,80.0,25.0,70.0,8.0,13.0,Working Group,0.6,2-3 Times a Week Brushing,0.8,Regularly,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Стеноз легочной артерии
2676,Inherited gastrointestinal disorders,pyloric stenosis,large breed,"Large working or companion dog known for strength, intelligence, endurance and loyalty.","Loyal, Intelligent, Confident, Courageous",,55.0,80.0,25.0,70.0,8.0,13.0,Working Group,0.6,2-3 Times a Week Brushing,0.8,Regularly,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Пилоростеноз
2677,Inherited blood disorders,pyruvate kinase (pk) deficiency,large breed,"Large working or companion dog known for strength, intelligence, endurance and loyalty.","Loyal, Intelligent, Confident, Courageous",,55.0,80.0,25.0,70.0,8.0,13.0,Working Group,0.6,2-3 Times a Week Brushing,0.8,Regularly,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Дефицит пируваткиназы
2678,Inherited eye disorders,retinal dysplasia,large breed,"Large working or companion dog known for strength, intelligence, endurance and loyalty.","Loyal, Intelligent, Confident, Courageous",,55.0,80.0,25.0,70.0,8.0,13.0,Working Group,0.6,2-3 Times a Week Brushing,0.8,Regularly,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Дисплазия сетчатки
2679,Inherited nervous system disorders,scotty cramp,large breed,"Large working or companion dog known for strength, intelligence, endurance and loyalty.","Loyal, Intelligent, Confident, Courageous",,55.0,80.0,25.0,70.0,8.0,13.0,Working Group,0.6,2-3 Times a Week Brushing,0.8,Regularly,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Судороги шотландского терьера
2680,Inherited skin disorders,sebaceous adenitis,large breed,"Large working or companion dog known for strength, intelligence, endurance and loyalty.","Loyal, Intelligent, Confident, Courageous",,55.0,80.0,25.0,70.0,8.0,13.0,Working Group,0.6,2-3 Times a Week Brushing,0.8,Regularly,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Себацейный аденит
2681,Inherited skin disorders,seborrhea,large breed,"Large working or companion dog known for strength, intelligence, endurance and loyalty.","Loyal, Intelligent, Confident, Courageous",,55.0,80.0,25.0,70.0,8.0,13.0,Working Group,0.6,2-3 Times a Week Brushing,0.8,Regularly,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Себорея
2682,Inherited immune disorders,selective iga deficiency,large breed,"Large working or companion dog known for strength, intelligence, endurance and loyalty.","Loyal, Intelligent, Confident, Courageous",,55.0,80.0,25.0,70.0,8.0,13.0,Working Group,0.6,2-3 Times a Week Brushing,0.8,Regularly,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Селективный дефицит IgA
2683,Inherited immune disorders,severe combined immunodeficiency (scid),large breed,"Large working or companion dog known for strength, intelligence, endurance and loyalty.","Loyal, Intelligent, Confident, Courageous",,55.0,80.0,25.0,70.0,8.0,13.0,Working Group,0.6,2-3 Times a Week Brushing,0.8,Regularly,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Тяжёлый комбинированный иммунодефицит (SCID)
2684,Inherited nervous system disorders,shaker dog syndrome,large breed,"Large working or companion dog known for strength, intelligence, endurance and loyalty.","Loyal, Intelligent, Confident, Courageous",,55.0,80.0,25.0,70.0,8.0,13.0,Working Group,0.6,2-3 Times a Week Brushing,0.8,Regularly,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Синдром дрожащей собаки
2685,Inherited cardiovascular disorders,sick sinus syndrome,large breed,"Large working or companion dog known for strength, intelligence, endurance and loyalty.","Loyal, Intelligent, Confident, Courageous",,55.0,80.0,25.0,70.0,8.0,13.0,Working Group,0.6,2-3 Times a Week Brushing,0.8,Regularly,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Синдром слабости синусового узла
2686,Inherited nervous system disorders,spina bifida,large breed,"Large working or companion dog known for strength, intelligence, endurance and loyalty.","Loyal, Intelligent, Confident, Courageous",,55.0,80.0,25.0,70.0,8.0,13.0,Working Group,0.6,2-3 Times a Week Brushing,0.8,Regularly,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Спинномозговая грыжа (spina bifida)
2687,Inherited nervous system disorders,spinal muscular atrophy/motor neuron disease,large breed,"Large working or companion dog known for strength, intelligence, endurance and loyalty.","Loyal, Intelligent, Confident, Courageous",,55.0,80.0,25.0,70.0,8.0,13.0,Working Group,0.6,2-3 Times a Week Brushing,0.8,Regularly,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Спинальная мышечная атрофия
2688,Inherited cardiovascular disorders,subaortic stenosis,large breed,"Large working or companion dog known for strength, intelligence, endurance and loyalty.","Loyal, Intelligent, Confident, Courageous",,55.0,80.0,25.0,70.0,8.0,13.0,Working Group,0.6,2-3 Times a Week Brushing,0.8,Regularly,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Субаортальный стеноз
2689,Inherited cardiovascular disorders,tetralogy of fallot,large breed,"Large working or companion dog known for strength, intelligence, endurance and loyalty.","Loyal, Intelligent, Confident, Courageous",,55.0,80.0,25.0,70.0,8.0,13.0,Working Group,0.6,2-3 Times a Week Brushing,0.8,Regularly,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Тетрада Фалло
2690,Inherited respiratory disorders,tracheal collapse,large breed,"Large working or companion dog known for strength, intelligence, endurance and loyalty.","Loyal, Intelligent, Confident, Courageous",,55.0,80.0,25.0,70.0,8.0,13.0,Working Group,0.6,2-3 Times a Week Brushing,0.8,Regularly,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Коллапс трахеи
2691,Inherited cardiovascular disorders,tricuspid valve dysplasia,large breed,"Large working or companion dog known for strength, intelligence, endurance and loyalty.","Loyal, Intelligent, Confident, Courageous",,55.0,80.0,25.0,70.0,8.0,13.0,Working Group,0.6,2-3 Times a Week Brushing,0.8,Regularly,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Дисплазия трехстворчатого клапана
2692,Inherited disorders of the urinary and reproductive systems,urolithiasis (stones),large breed,"Large working or companion dog known for strength, intelligence, endurance and loyalty.","Loyal, Intelligent, Confident, Courageous",,55.0,80.0,25.0,70.0,8.0,13.0,Working Group,0.6,2-3 Times a Week Brushing,0.8,Regularly,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Мочекаменная болезнь
2693,Inherited cardiovascular disorders,ventricular septal defect,large breed,"Large working or companion dog known for strength, intelligence, endurance and loyalty.","Loyal, Intelligent, Confident, Courageous",,55.0,80.0,25.0,70.0,8.0,13.0,Working Group,0.6,2-3 Times a Week Brushing,0.8,Regularly,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Дефект межжелудочковой перегородки
2694,Inherited skin disorders,vitamin a-responsive dermatosis,large breed,"Large working or companion dog known for strength, intelligence, endurance and loyalty.","Loyal, Intelligent, Confident, Courageous",,55.0,80.0,25.0,70.0,8.0,13.0,Working Group,0.6,2-3 Times a Week Brushing,0.8,Regularly,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Витамин A-зависимый дерматоз
2695,Inherited skin disorders,vitiligo,large breed,"Large working or companion dog known for strength, intelligence, endurance and loyalty.","Loyal, Intelligent, Confident, Courageous",,55.0,80.0,25.0,70.0,8.0,13.0,Working Group,0.6,2-3 Times a Week Brushing,0.8,Regularly,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Витилиго
2696,Inherited blood disorders,von willebrand's disease,large breed,"Large working or companion dog known for strength, intelligence, endurance and loyalty.","Loyal, Intelligent, Confident, Courageous",,55.0,80.0,25.0,70.0,8.0,13.0,Working Group,0.6,2-3 Times a Week Brushing,0.8,Regularly,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Болезнь фон Виллебранда
2697,Inherited immune disorders,weimaraner immunodeficiency,large breed,"Large working or companion dog known for strength, intelligence, endurance and loyalty.","Loyal, Intelligent, Confident, Courageous",,55.0,80.0,25.0,70.0,8.0,13.0,Working Group,0.6,2-3 Times a Week Brushing,0.8,Regularly,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Иммунодефицит веймаранера
2698,Inherited musculoskeletal disorders,x-linked muscular dystrophy,large breed,"Large working or companion dog known for strength, intelligence, endurance and loyalty.","Loyal, Intelligent, Confident, Courageous",,55.0,80.0,25.0,70.0,8.0,13.0,Working Group,0.6,2-3 Times a Week Brushing,0.8,Regularly,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Х-сцепленная мышечная дистрофия
2699,Inherited skin disorders,acanthosis nigricans,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Чёрный акантоз
2700,Inherited skin disorders,acral lick dermatitis,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Акромальная лизательная дерматит (гранулёма)
2701,Inherited skin disorders,acral mutilation,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Синдром акральной мутации
2702,Inherited skin disorders,atopic dermatitis,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Атопия
2703,Inherited cardiovascular disorders,atrial septal defect (asd),spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Дефект межпредсердной перегородки
2704,Inherited respiratory disorders,brachycephalic syndrome,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Брахицефалический синдром
2705,Inherited eye disorders,cataract,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Катаракта
2706,Inherited nervous system disorders,cerebellar abiotrophy(ataxia),spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Абиотрофия мозжечка (атаксия)
2707,Inherited nervous system disorders,cerebellar hypoplasia,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Гипоплазия мозжечка
2708,Inherited nervous system disorders,cervical vertebral instability (wobbler syndrome),spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Нестабильность шейных позвонков (синдром вобблера)
2709,Inherited nervous system disorders,chiari-like malformation (cm) and syringomyelia (sm),spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Мальформация Киари и сирингомиелия
2710,Inherited gastrointestinal disorders,chronic hepatitis,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Хронический гепатит
2711,Inherited gastrointestinal disorders,cleft lip/palate,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Расщелина губы и/или нёба
2712,Inherited blood disorders,coagulation (bleeding) disorders,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Нарушения свертываемости крови
2713,Inherited eye disorders,collie eye anomaly (cea),spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Колли-анома­лия глаза (CEA)
2714,Inherited skin disorders,colour dilution alopecia,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Алопеция окраса (color dilution alopecia)
2715,Inherited immune disorders,complement deficiency,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Дефицит комплемента
2716,Inherited skin disorders,congenital hypotrichosis,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Врожденная гипотрихозия
2717,Inherited eye disorders,corneal dystrophy,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Дистрофия роговицы
2718,Inherited musculoskeletal disorders,"craniomandibular osteopathy (""lion jaw"")",spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Краниомандибулярная остеопатия («львиная челюсть»)
2719,Inherited disorders of the urinary and reproductive systems,cryptorchidism,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Крипторхизм
2720,Inherited endocrine disorders,cushing's disease (hyperadrenocorticism),spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Гиперадренокортицизм (синдром Кушинга)
2721,Inherited skin disorders,cutaneous asthenia (ehlers-danlos syndrome),spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Кожная астения (синдром Элерса–Данлоса)
2722,Inherited immune disorders,cyclic neutropenia,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Циклический гемопоэз
2723,Inherited skin disorders,dalmatian bronzing syndrome,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Синдром бронзирования далматинов
2724,Inherited nervous system disorders,deafness,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Глухота
2725,Inherited nervous system disorders,degenerative myelopathy,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Дегенеративная миелопатия
2726,Inherited skin disorders,demodicosis,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Демодекоз
2727,Inherited skin disorders,dermatomyositis,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Дерматомиозит и язвенный дерматоз
2728,Inherited skin disorders,dermoid sinus,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Дермоидный синус
2729,Inherited eye disorders,dermoids,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Дермоиды
2730,Inherited endocrine disorders,diabetes mellitus,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Сахарный диабет
2731,Inherited cardiovascular disorders,dilated cardiomyopathy,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Дилатационная кардиомиопатия
2732,Inherited disorders of the urinary and reproductive systems,disorders of sexual development - sexual reversal,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Нарушения полового развития (инверсия пола)
2733,Inherited skin disorders,ectodermal defect,spitz,"Small to medium-sized spitz-type companion dog known for intelligence, alertness and a lively personality.","Alert, Intelligent, Loyal, Lively",,25.0,45.0,5.0,18.0,12.0,15.0,Foundation Stock Service,0.6,2-3 Times a Week Brushing,1.0,Seasonal,0.8,Energetic,0.8,Eager to Please,0.8,Alert/Responsive,Эктодермальный дефект
